SMILES,ATSc5,ATSc3,ALogP,ATSc4,BCUTp-1l,BCUTc-1h,ALogp2,BCUTw-1h,SaasC,MDEC-22,CrippenLogP,BCUTp-1h,hmax,minHBa,maxsOH,XLogP,minsOH,minsCH3,ATSc2,minHBd,Caco-2,CYP3A4,hERG,HOB,MN
Cn1cnc(\C=C\c2ccc(cc2)C3(C)N(CCc4cc(O)ccc34)c5ccc(F)cc5)c1,-0.14661,0.48848,0.82073,-0.07,-1.15594,-0.75069,0.15143,-0.41063,1.3122,1.36717,0.06915,1.41468,-0.62884,-0.2705,0.56317,0.59985,0.6391,0.76049,0.06392,0.1139,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\c5cnc[nH]5)cc4,-0.15956,0.22145,0.36237,0.02783,-1.15599,-0.75107,-0.04924,-0.41063,1.3255,1.36717,-0.51592,1.4134,-0.60117,-0.15095,0.55889,0.21911,0.63469,1.01485,0.257,0.13789,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)NCCC(F)(F)F)cc4,0.8316,0.8493,1.53428,-0.72248,-2.94571,2.39838,0.59786,-0.41041,0.39287,1.29682,0.70898,1.4078,1.79917,-0.18744,0.55372,1.02083,0.62937,0.88735,-0.89196,0.15306,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)NCC(F)F)cc4,-1.27361,-0.26721,1.39044,0.74475,-2.86203,0.81978,0.49473,-0.41046,0.46082,1.12898,0.26093,1.40685,1.34276,-0.2066,0.551,0.47974,0.62657,0.90576,-0.47814,0.16775,0,1,1,0,1
CNC(=O)\C=C\c1ccc(cc1)C2(C)N(CCc3cc(O)ccc23)c4ccc(F)cc4,-0.15813,0.40316,1.03269,-0.15257,-1.15623,0.20514,0.267,-0.41063,0.71368,0.99338,-0.15321,1.40513,-0.62497,-0.16348,0.54939,-0.08301,0.6249,0.38632,0.10575,0.17061,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(CCC(=O)O)cc4,-0.12326,-0.03522,1.05277,-0.12606,-1.64673,0.62155,0.27869,-0.41063,0.70208,0.99338,0.13408,1.39167,-0.54962,-0.16858,0.54253,-0.11025,0.35404,0.95324,0.25661,0.19108,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)O)cc4,-0.16252,0.01659,1.23677,0.01827,-1.49878,0.90353,0.39188,-0.41063,0.57349,0.99338,0.06752,1.39961,-0.39943,-0.17399,0.54067,0.047,0.33218,0.93434,0.13441,0.21546,0,1,1,0,1
CC(C)(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07845,0.07498,2.24831,0.12118,-1.49808,0.90362,1.20799,-0.59842,1.58297,0.99338,0.82267,1.47575,-0.44946,-0.11769,0.56951,1.20285,0.35154,1.03905,0.26978,0.03485,0,1,1,0,1
Cc1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.51712,0.02252,1.54801,-0.15674,-1.49852,0.90358,0.60805,-0.41063,0.77118,0.68613,0.08578,1.42707,-0.40757,-0.18976,0.54764,0.15905,0.33682,0.54348,0.12126,0.17517,0,1,1,0,1
Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07795,0.07688,1.6109,0.12374,-1.49848,0.90349,0.6555,-0.59842,1.54812,0.99338,-0.0049,1.43135,-0.42546,-0.12394,0.55086,0.3485,0.33889,0.89805,0.26616,0.14867,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07826,0.07536,1.56272,0.12191,-1.49821,0.90357,0.61904,-0.59842,1.59843,0.99338,0.70917,1.46095,-0.44512,-0.11838,0.56357,0.94778,0.34751,1.01719,0.26898,0.07279,0,1,1,0,1
CCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07802,0.07614,0.84095,0.12272,-1.49825,0.90361,0.16183,-0.59842,1.63953,1.75779,0.85207,1.45725,-0.44797,-0.11436,0.56819,1.34028,0.35092,1.03428,0.26776,0.04952,0,1,1,0,1
CCCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07802,0.07614,0.64015,0.12272,-1.49823,0.90366,0.06433,-0.59842,1.64961,2.0113,1.10637,1.4591,-0.45099,-0.11251,0.57256,1.69255,0.3541,1.05025,0.26776,0.02448,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C4CC4)c5ccc(\C=C\C(=O)O)cc5,0.07826,0.07513,1.30628,0.12191,-1.49825,0.90358,0.43747,-0.59842,1.6854,1.44371,0.54881,1.4564,-0.44512,-0.11226,0.56502,0.73729,0.3485,1.05658,0.26914,0.07279,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C4CCC4)c5ccc(\C=C\C(=O)O)cc5,0.07813,0.07564,1.10548,0.12183,-1.49818,0.90362,0.31001,-0.59842,1.69491,1.70094,0.80311,1.46493,-0.44893,-0.10991,0.57064,1.08955,0.35242,1.06183,0.26891,0.04008,0,1,1,0,1
CC(C)Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07796,0.07631,1.78667,0.12268,-1.49821,0.90362,0.79485,-0.59842,1.62028,1.24681,0.75813,1.46095,-0.44841,-0.11569,0.56845,1.30252,0.35102,1.04953,0.26771,0.04531,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(CC4CC4)cc3)c5ccc(\C=C\C(=O)O)cc5,0.07796,0.07631,1.53023,0.12268,-1.49823,0.90362,0.59487,-0.59842,1.67735,1.69659,0.59777,1.45867,-0.44841,-0.111,0.5697,1.09203,0.35189,1.06002,0.26771,0.04531,0,1,1,0,1
CC1(N(CCc2cc(O)ccc12)c3ccc(CC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,0.16588,0.221,2.10712,0.16987,-2.53326,2.18682,1.07438,-0.41051,0.58128,1.24681,0.69705,1.44455,1.84954,-0.19963,0.5511,0.8642,0.3389,0.86176,-0.82958,0.1598,0,1,1,0,1
CC(C)c1ccc(cn1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,-0.24625,-0.30317,0.58716,0.65144,-1.4985,0.9036,0.04075,-0.59842,1.38419,0.68613,0.57892,1.42955,-0.43156,-0.13715,0.56113,-0.1053,0.34602,0.95162,0.0129,0.10485,0,1,1,0,1
CCC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.07819,0.0755,1.09126,0.12188,-1.49815,0.90362,0.30147,-0.59842,1.62289,1.1855,0.96348,1.46835,-0.44893,-0.11532,0.56929,1.30004,0.35149,1.03056,0.26893,0.04008,0,1,1,0,1
CC(C)c1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,0.50625,0.01198,1.49983,-0.13851,-1.49825,0.90367,0.57256,-0.41063,0.83652,0.68613,0.79985,1.45667,-0.41624,-0.1842,0.56035,0.75834,0.34544,0.78726,0.12183,0.09929,0,1,1,0,1
CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4)c(F)c1,-0.0821,-0.39954,1.49983,0.61515,-1.49829,0.90367,0.57256,-0.41063,0.75205,0.63903,0.79985,1.45238,-0.41123,-0.21987,0.55969,0.88897,0.34511,0.85633,0.09799,0.10485,0,1,1,0,1
CC(C)Cc1ccc(N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4)c(F)c1,-0.09158,-0.39702,1.72378,0.61839,-1.49829,0.90372,0.74385,-0.41063,0.77904,0.85927,0.84881,1.45238,-0.41452,-0.21718,0.56457,1.24371,0.34862,0.88866,0.09687,0.07737,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,0.14012,-0.83703,2.02192,1.2725,-1.49915,2.68385,0.99684,-0.41046,-0.5589,0.99338,1.06276,1.3563,2.60882,-0.43118,0.54439,1.56811,0.33691,0.83806,-0.85837,0.22307,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,0.14012,-0.83703,2.02192,1.2725,-1.49915,2.68385,0.99684,-0.41046,-0.5589,0.99338,1.06276,1.3563,2.60882,-0.43118,0.54439,1.56811,0.33691,0.83806,-0.85837,0.22307,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,0.14012,-0.83703,2.02192,1.2725,-1.49915,2.68385,0.99684,-0.41046,-0.5589,0.99338,1.06276,1.3563,2.60882,-0.43118,0.54439,1.56811,0.33691,0.83806,-0.85837,0.22307,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,0.12976,-0.86138,1.67728,1.03743,-1.49884,0.97797,0.70696,-0.4105,0.19293,0.99338,0.86902,1.39058,1.92552,-0.32136,0.55161,1.24866,0.34086,0.89993,-0.43623,0.17298,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,0.12976,-0.86138,1.67728,1.03743,-1.49884,0.97797,0.70696,-0.4105,0.19293,0.99338,0.86902,1.39058,1.92552,-0.32136,0.55161,1.24866,0.34086,0.89993,-0.43623,0.17298,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,0.12976,-0.86138,1.67728,1.03743,-1.49884,0.97797,0.70696,-0.4105,0.19293,0.99338,0.86902,1.39058,1.92552,-0.32136,0.55161,1.24866,0.34086,0.89993,-0.43623,0.17298,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(C)c4ccc(\C=C\C(=O)O)cc4,0.07826,0.07536,1.56272,0.12191,-1.49821,0.90357,0.61904,-0.59842,1.59843,0.99338,0.70917,1.46095,-0.44512,-0.11838,0.56357,0.94778,0.34751,1.01719,0.26898,0.07279,0,1,1,0,1
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C)c4ccc(\C=C\C(=O)O)cc4,0.07826,0.07536,1.56272,0.12191,-1.49821,0.90357,0.61904,-0.59842,1.59843,0.99338,0.70917,1.46095,-0.44512,-0.11838,0.56357,0.94778,0.34751,1.01719,0.26898,0.07279,0,1,1,0,1
OCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,0.43476,0.53078,-0.89794,-0.50476,-1.4627,0.20809,-0.25379,-0.59831,0.04089,1.44975,0.11361,0.89489,-0.71817,-0.01648,0.51351,1.85909,0.32817,-1.28833,0.40983,-0.20922,0,1,1,0,1
OC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.01345,0.20849,-0.11697,-0.10627,-1.50126,0.90339,-0.18705,-0.59842,-0.02926,0.95229,0.49561,0.8846,-0.43204,1.81303,0.49614,2.2064,0.33605,-1.28833,0.60148,0.40201,0,0,1,0,1
OCCN(CCO)C(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-1.32514,-0.25224,-1.00189,1.14874,-1.01873,0.24108,-0.24793,-0.59827,-0.01731,1.73792,-0.3332,0.90004,-0.54468,-0.41688,0.51951,1.28642,0.4101,-1.28833,-0.01817,0.27857,0,1,1,0,1
CN(CCO)C(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.77095,0.37201,-0.62581,0.35277,-1.18267,0.23715,-0.25273,-0.59831,0.03483,1.26155,0.08238,0.89784,-0.65671,-0.39602,0.51467,1.72536,0.37357,0.48222,0.15418,0.30361,0,1,1,0,1
CN(C)CCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.75802,0.38175,-0.22434,0.30649,0.12609,0.20861,-0.20782,-0.59848,0.08045,1.26155,0.23042,0.89552,-0.91778,-0.23282,0.51912,1.98538,0.59373,0.80423,0.12853,-0.39356,0,1,1,0,1
NCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,0.24712,0.547,-1.09985,-0.38928,-0.03876,0.20806,-0.23924,-0.59848,0.06674,1.44975,0.0917,0.89512,-0.97372,0.00754,0.51502,1.81761,0.5895,-1.28833,0.54484,-0.33746,0,1,1,0,1
NCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.40402,0.24114,-0.89905,0.07788,-0.03556,0.20848,-0.25375,-0.59848,0.05778,1.26155,-0.1626,0.89459,-0.91778,-0.02136,0.51139,1.59597,0.58577,-1.28833,0.56058,-0.13709,0,1,1,0,1
OCCCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,0.01956,0.45715,-1.29954,-0.17764,-1.46517,0.20818,-0.21199,-0.59831,0.06056,1.85843,0.62221,0.89546,-0.7757,0.02446,0.51995,2.30236,0.32842,-1.28833,0.36466,-0.48932,0,1,1,0,0
OCCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.30699,0.50853,-1.09874,-0.16277,-1.46435,0.20813,-0.23935,-0.59831,0.0519,1.64984,0.36791,0.89527,-0.75378,0.00838,0.5169,2.08072,0.32869,-1.28833,0.37263,-0.37664,0,1,1,0,0
OCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.65169,0.02547,-0.69713,0.2716,-1.45942,0.20889,-0.25531,-0.59831,0.0265,1.26155,-0.1407,0.89414,-0.6542,-0.0589,0.5097,1.63745,0.32539,-1.28833,0.43402,0.06327,0,1,1,0,1
CCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,-0.03568,0.51991,-0.75012,-0.21663,0.07555,0.20809,-0.25616,-0.59848,0.09258,1.44975,1.03779,0.89518,-1.01356,0.03156,0.51653,2.91216,0.59106,0.93538,0.60442,-0.46569,0,1,1,0,0
CCCC(CCC)(c1ccc(O)c(C)c1)c2cc(C)c(O)c(O)c2,0.05979,-0.41388,-0.14604,0.11514,0.78791,-1.17548,-0.19304,-0.59842,0.1265,-0.3436,0.3308,1.34415,-1.14839,2.12243,0.58089,1.79656,0.59564,0.60938,1.13537,-0.10928,1,0,1,1,0
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(OCCN(C)C)c(C)c2,-0.35646,-0.27899,0.38824,0.71224,0.78893,-1.47764,-0.03971,-0.59848,1.16548,0.21307,0.76065,1.35807,-0.69638,-0.20841,0.55286,1.81946,0.62848,0.78959,0.33964,0.0062,1,1,1,1,0
CCCC(CCC)(c1ccc(OCCN(C)C)c(C)c1)c2ccc(O)c(O)c2,-0.40845,-0.88021,-0.31561,0.98069,0.44391,-1.19753,-0.22257,-0.59842,0.27589,0.21307,0.51481,1.28396,-0.66411,-0.21552,0.57529,1.79222,0.5655,0.84977,0.29663,-0.03472,1,1,1,1,0
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(O)c2,0.08161,-0.47191,-0.45729,0.10422,0.43968,-1.19989,-0.24017,-0.59842,-0.22763,-0.09022,0.27687,1.22573,-1.04691,2.04613,0.53666,1.6845,0.53162,0.70358,1.15996,0.14719,1,0,0,1,0
CCCC(CCC)(c1ccc(O)cc1)c2ccc(O)c(O)c2,0.07542,-0.55001,-0.76853,0.14678,0.22802,-1.20026,-0.25625,-0.59842,-0.65372,0.21439,-0.01865,1.10731,-1.0198,2.02299,0.5233,1.57245,0.51221,0.96098,1.17679,0.22635,1,0,0,0,0
CCC(CC)(c1ccc(O)c(C)c1)c2ccc(O)c(O)c2,0.08163,-0.47189,0.21373,0.1042,0.40522,-1.20016,-0.09986,-0.59842,-0.2833,-0.62849,-0.23174,0.75205,-0.96244,2.01178,0.50109,0.97997,0.5028,0.68216,1.15996,0.34756,1,0,0,1,0
CCC(CC)(c1ccc(O)cc1)c2ccc(O)c(O)c2,0.07544,-0.54999,-0.09752,0.14676,0.19356,-1.20053,-0.18289,-0.59842,-0.70282,-0.36307,-0.52726,0.63363,-0.92339,1.98864,0.48773,0.86792,0.48339,0.91224,1.17679,0.42671,1,0,0,0,0
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,0.15682,-0.17509,0.43607,0.06029,-1.52991,0.9035,-0.02152,0.40106,0.59075,0.17285,0.69841,0.77036,-0.28877,-1.34836,0.51798,-0.27555,0.30582,-1.28833,0.10342,0.45468,0,1,0,0,1
OC(=O)CCc1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,0.26562,-0.24442,0.25207,-0.06684,-1.67787,0.62151,-0.08748,0.40106,0.71678,0.17285,0.76498,0.76837,-0.45823,-1.34501,0.51956,-0.4328,0.32769,-1.28833,0.22273,0.43407,0,1,0,0,1
NC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,0.1503,-0.30209,0.16067,0.06473,-0.98674,0.17688,-0.11621,0.40106,0.67461,0.17285,0.30773,0.77127,-0.66918,-1.34419,0.52016,-0.72625,0.52654,-1.28833,0.35208,0.44044,0,1,0,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)F)cc1,-0.03245,0.17429,1.11329,0.13683,-1.52948,0.90029,0.31472,0.40106,-0.17327,0.1431,1.31485,0.96791,1.73913,-1.44297,0.52275,0.38131,0.30747,-1.28833,-0.60262,0.43964,0,1,1,0,1
COCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.01885,0.19053,0.66427,0.1004,-1.52919,0.9036,0.07536,0.40106,1.15484,0.39271,0.80011,1.08857,-0.21314,-1.35439,0.54623,-0.17278,0.31847,0.48304,-0.61326,0.32254,0,1,1,0,1
C[C@H](O)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.07085,-0.18423,0.372,0.09818,-1.52905,0.90359,-0.04572,0.40106,0.85714,0.1431,0.73838,1.14778,-0.21314,-1.37624,0.61948,-0.16845,0.31643,0.55504,0.01685,-0.46893,0,1,1,0,1
CN(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.10943,0.01754,0.66902,-0.02421,-1.52896,0.90359,0.07755,0.40106,1.21472,0.1431,0.93335,1.19034,-0.33343,-1.35088,0.55009,0.23582,0.32005,0.84647,-0.16113,0.28687,0,1,1,0,1
Cc1ncccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.05468,-0.21494,0.39919,0.01612,-1.52957,0.90352,-0.03561,0.40106,1.06414,-0.10351,0.54987,0.92224,-0.29873,-1.34034,0.5275,-0.41547,0.3098,0.80616,0.00031,0.41511,0,1,1,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(F)cc4C(F)(F)F)cc1,-1.00838,0.60307,1.39504,0.38355,-1.52953,2.46792,0.49792,0.40106,-1.91147,-0.10287,1.45846,0.95506,2.6567,-1.54557,0.51488,0.39121,0.30374,-1.28833,-1.15053,0.4982,0,1,1,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)(F)F)cc1,-0.10213,0.48787,1.45793,0.13905,-1.52952,2.46677,0.54229,0.40106,-0.96931,0.1431,1.36778,0.95934,2.42243,-1.50329,0.51811,0.58066,0.30534,-1.28833,-1.03342,0.4717,0,1,1,0,1
Cc1cc(F)ccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.16347,-0.21897,1.07703,0.12717,-1.52944,0.90358,0.293,0.40106,0.68927,-0.10287,1.03494,0.98076,-0.30106,-1.3706,0.52729,0.0891,0.30949,0.69279,0.07023,0.40202,0,1,1,0,1
CC(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.15954,-0.1048,1.09175,0.04856,-1.52888,0.90358,0.30176,0.40106,1.37235,0.1431,1.62267,1.22189,-0.34339,-1.34287,0.5521,1.00845,0.3209,1.02132,0.22511,0.24729,0,1,1,0,1
CC(C)(C)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.16082,-0.10547,1.77733,0.0473,-1.52862,0.90363,0.78719,0.40106,1.34912,0.1431,1.73616,1.34031,-0.36075,-1.35315,0.56214,1.26352,0.32549,1.04318,0.22589,0.18318,0,1,1,0,1
CCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.1581,-0.10386,0.90628,0.05003,-1.52915,0.90354,0.19634,0.40106,1.37587,0.39271,1.25695,1.10347,-0.32604,-1.3336,0.54182,0.69643,0.31621,0.97761,0.22398,0.31141,0,1,1,0,1
Cc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.15647,-0.10257,1.13992,0.05175,-1.52942,0.90349,0.33095,0.40106,1.30058,0.1431,0.94426,0.98505,-0.30869,-1.32833,0.53052,0.40917,0.31109,0.92273,0.22236,0.37553,0,1,1,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4)cc1,0.12176,-0.09058,0.82868,0.0391,-1.52996,0.90345,0.1555,0.40106,0.70214,0.46133,0.89033,0.74821,-0.28877,-1.31835,0.51717,0.16648,0.30545,-1.28833,0.22866,0.45468,0,1,0,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(cc4)C(F)(F)F)cc1,0.16578,0.41863,1.45793,0.02118,-2.10553,2.4598,0.54229,0.40106,-0.35452,0.17285,1.33212,0.80099,2.22108,-1.42274,0.51739,0.3194,0.30527,-1.28833,-1.04078,0.46848,0,1,1,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(F)cc4)cc1,0.15921,-0.18959,0.76579,0.06157,-1.52998,0.90353,0.12382,0.40106,0.24977,0.17285,0.98101,0.74392,-0.28114,-1.36062,0.51394,-0.15359,0.30386,-1.28833,0.08504,0.48118,0,1,1,0,1
COc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.14266,-0.06307,0.48104,0.11123,-1.52984,0.90356,-0.00375,0.40106,0.98617,0.17285,0.89594,0.79997,-0.30228,-1.33939,0.52983,-0.07682,0.31177,0.43709,-0.38298,0.41016,0,1,1,0,1
Cc1cc(ccc1O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,0.17117,-0.10338,0.74731,0.01998,-1.52964,0.90355,0.11475,0.40106,1.00015,-0.07328,0.99393,0.88878,-0.30612,-1.35564,0.52877,-0.16349,0.31073,0.67161,0.08491,0.3562,0,1,0,0,1
CC\C(=C/c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1)\C(=O)O,0.13322,0.0294,0.58807,-0.00707,-0.69247,0.94108,0.04115,0.40106,0.61574,0.11979,1.20702,0.77598,-0.52432,-1.3523,0.52843,0.12376,0.42632,0.61644,0.0569,0.39347,0,1,1,0,1
C\C(=C/C(=O)O)\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1,0.08582,-0.21578,0.74731,0.1725,-1.24901,0.90656,0.11475,0.40106,0.61609,-0.09653,0.95272,0.7779,-0.41586,-1.35119,0.52434,-0.03287,0.35138,0.55155,0.07992,0.41674,0,1,1,0,1
C\C(=C/c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cc1)\C(=O)O,0.14739,0.04165,0.82171,-0.03224,-0.96811,0.93793,0.15193,0.40106,0.60083,-0.04767,0.95272,0.77413,-0.46331,-1.35072,0.52346,-0.16349,0.37814,0.34312,0.05811,0.42197,0,1,1,0,1
COc1cc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)ccc1\C=C\C(=O)O,0.92957,-0.15634,0.08843,-0.16066,-1.46967,0.90359,-0.13702,0.40106,0.65012,-0.13554,0.70402,0.79624,-0.29342,-1.36471,0.53065,-0.2576,0.33676,0.30268,-0.48011,0.41016,0,1,0,0,1
Cc1cc(\C=C\C(=O)O)ccc1Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4,0.14719,-0.0847,0.74731,-0.01942,-1.49546,0.90352,0.11475,0.40106,1.04075,-0.14377,0.4509,0.82957,-0.34977,-1.35387,0.52877,-0.16349,0.32328,0.72716,0.09371,0.39057,0,1,1,0,1
Cc1cc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)ccc1\C=C\C(=O)O,0.06565,-0.18751,0.74731,0.10061,-1.461,0.90352,0.11475,0.40106,1.04491,-0.13554,0.75234,0.79997,-0.36845,-1.35266,0.52689,-0.03287,0.32872,0.71182,0.09327,0.40169,0,1,1,0,1
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(O)cc4)cn1,-0.73234,-0.57413,-0.72642,0.68773,-1.56646,0.90421,-0.25589,0.40106,0.37193,-0.13554,0.30402,0.75466,-0.23454,-1.35449,0.51554,-0.93674,0.29883,-1.28833,-0.15366,0.48674,0,1,0,0,1
Cn1cnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)c1,0.14498,0.29643,0.02004,-0.03153,0.21289,-0.67821,-0.15518,0.40113,1.31916,0.5253,1.85976,0.78321,-0.67774,-1.33856,0.53771,0.2773,0.54253,0.75636,0.03291,0.36557,0,1,1,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\c5c[nH]cn5)cc4,0.1325,-0.00566,-0.05129,0.07414,0.21285,-0.67847,-0.17252,0.40113,1.29552,0.5253,1.27469,0.78275,-0.56928,-1.33737,0.53385,0.0891,0.53898,-1.28833,0.24571,0.38776,0,1,1,0,1
Cn1nnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)n1,0.18047,-0.62227,0.2792,0.11765,0.21283,-0.16854,-0.07844,0.40113,1.0774,0.17285,1.07097,0.78248,-0.66555,-1.34242,0.53567,0.08352,0.54067,0.52321,0.63537,0.39234,0,1,0,0,1
Cn1nnnc1\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2,0.13982,-0.14656,0.47853,-0.04598,0.21287,-0.60136,-0.00476,0.40113,1.14182,0.17285,1.07097,0.78308,-0.67021,-1.34244,0.53624,-0.68911,0.54116,0.59169,0.62686,0.38862,0,1,0,0,1
